message,attributes,tags,timestamp
"DF6WpjKe7UeFi6G1AAAE: Sending packet MESSAGE data 2[""live_positions_all"",{""positions"":[{""position_id"":3181,""recorder_id"":2,""recorder_name"":""JADVIX"",""ticker"":""MNQ1!"",""side"":""LONG"",""quantity"":3,""entry_price"":25860.916,""current_price"":25854.5,""unrealized_pnl"":-38.5,""pnl_ticks"":-25.66,""drawdown"":65.5,""max_favorable"":0}],""count"":1,""timestamp"":1768384562.3769357}]","{""level"":""error""}","{""project"":""795a342c-3b36-4c34-bf80-a54be509391e"",""environment"":""d7f0fe2b-1fe3-4ff1-9104-6cc5362de501"",""service"":""de95218c-21bd-41f3-9ca1-5591e824f228"",""deployment"":""f2e4284a-1d59-4a77-8962-817a2238e89e"",""replica"":""02a7dbd9-680a-455c-be23-5c01cf313c1b""}",2026-01-14T09:56:02.382076272Z
"2026-01-14 09:56:02,377 - engineio.server - INFO - DF6WpjKe7UeFi6G1AAAE: Sending packet MESSAGE data 2[""live_positions_all"",{""positions"":[{""position_id"":3181,""recorder_id"":2,""recorder_name"":""JADVIX"",""ticker"":""MNQ1!"",""side"":""LONG"",""quantity"":3,""entry_price"":25860.916,""current_price"":25854.5,""unrealized_pnl"":-38.5,""pnl_ticks"":-25.66,""drawdown"":65.5,""max_favorable"":0}],""count"":1,""timestamp"":1768384562.3769357}]","{""level"":""error""}","{""project"":""795a342c-3b36-4c34-bf80-a54be509391e"",""environment"":""d7f0fe2b-1fe3-4ff1-9104-6cc5362de501"",""service"":""de95218c-21bd-41f3-9ca1-5591e824f228"",""deployment"":""f2e4284a-1d59-4a77-8962-817a2238e89e"",""replica"":""02a7dbd9-680a-455c-be23-5c01cf313c1b""}",2026-01-14T09:56:02.382080062Z
"GNoCOjMqtg8KZ2HgAAAG: Sending packet MESSAGE data 2[""live_positions_all"",{""positions"":[{""position_id"":3181,""recorder_id"":2,""recorder_name"":""JADVIX"",""ticker"":""MNQ1!"",""side"":""LONG"",""quantity"":3,""entry_price"":25860.916,""current_price"":25854.5,""unrealized_pnl"":-38.5,""pnl_ticks"":-25.66,""drawdown"":65.5,""max_favorable"":0}],""count"":1,""timestamp"":1768384562.3769357}]","{""level"":""error""}","{""project"":""795a342c-3b36-4c34-bf80-a54be509391e"",""environment"":""d7f0fe2b-1fe3-4ff1-9104-6cc5362de501"",""service"":""de95218c-21bd-41f3-9ca1-5591e824f228"",""deployment"":""f2e4284a-1d59-4a77-8962-817a2238e89e"",""replica"":""02a7dbd9-680a-455c-be23-5c01cf313c1b""}",2026-01-14T09:56:02.382083522Z
"2026-01-14 09:56:02,377 - engineio.server - INFO - GNoCOjMqtg8KZ2HgAAAG: Sending packet MESSAGE data 2[""live_positions_all"",{""positions"":[{""position_id"":3181,""recorder_id"":2,""recorder_name"":""JADVIX"",""ticker"":""MNQ1!"",""side"":""LONG"",""quantity"":3,""entry_price"":25860.916,""current_price"":25854.5,""unrealized_pnl"":-38.5,""pnl_ticks"":-25.66,""drawdown"":65.5,""max_favorable"":0}],""count"":1,""timestamp"":1768384562.3769357}]","{""level"":""error""}","{""project"":""795a342c-3b36-4c34-bf80-a54be509391e"",""environment"":""d7f0fe2b-1fe3-4ff1-9104-6cc5362de501"",""service"":""de95218c-21bd-41f3-9ca1-5591e824f228"",""deployment"":""f2e4284a-1d59-4a77-8962-817a2238e89e"",""replica"":""02a7dbd9-680a-455c-be23-5c01cf313c1b""}",2026-01-14T09:56:02.382087622Z
"4JuRgac8KM3vzjCMAAAK: Sending packet MESSAGE data 2[""live_positions_all"",{""positions"":[{""position_id"":3181,""recorder_id"":2,""recorder_name"":""JADVIX"",""ticker"":""MNQ1!"",""side"":""LONG"",""quantity"":3,""entry_price"":25860.916,""current_price"":25854.5,""unrealized_pnl"":-38.5,""pnl_ticks"":-25.66,""drawdown"":65.5,""max_favorable"":0}],""count"":1,""timestamp"":1768384562.3769357}]","{""level"":""error""}","{""project"":""795a342c-3b36-4c34-bf80-a54be509391e"",""environment"":""d7f0fe2b-1fe3-4ff1-9104-6cc5362de501"",""service"":""de95218c-21bd-41f3-9ca1-5591e824f228"",""deployment"":""f2e4284a-1d59-4a77-8962-817a2238e89e"",""replica"":""02a7dbd9-680a-455c-be23-5c01cf313c1b""}",2026-01-14T09:56:02.382091112Z
"2026-01-14 09:56:02,377 - engineio.server - INFO - 4JuRgac8KM3vzjCMAAAK: Sending packet MESSAGE data 2[""live_positions_all"",{""positions"":[{""position_id"":3181,""recorder_id"":2,""recorder_name"":""JADVIX"",""ticker"":""MNQ1!"",""side"":""LONG"",""quantity"":3,""entry_price"":25860.916,""current_price"":25854.5,""unrealized_pnl"":-38.5,""pnl_ticks"":-25.66,""drawdown"":65.5,""max_favorable"":0}],""count"":1,""timestamp"":1768384562.3769357}]","{""level"":""error""}","{""project"":""795a342c-3b36-4c34-bf80-a54be509391e"",""environment"":""d7f0fe2b-1fe3-4ff1-9104-6cc5362de501"",""service"":""de95218c-21bd-41f3-9ca1-5591e824f228"",""deployment"":""f2e4284a-1d59-4a77-8962-817a2238e89e"",""replica"":""02a7dbd9-680a-455c-be23-5c01cf313c1b""}",2026-01-14T09:56:02.382901963Z
"fjknx3vAAg9mMVKqAAAO: Sending packet MESSAGE data 2[""live_positions_all"",{""positions"":[{""position_id"":3181,""recorder_id"":2,""recorder_name"":""JADVIX"",""ticker"":""MNQ1!"",""side"":""LONG"",""quantity"":3,""entry_price"":25860.916,""current_price"":25854.5,""unrealized_pnl"":-38.5,""pnl_ticks"":-25.66,""drawdown"":65.5,""max_favorable"":0}],""count"":1,""timestamp"":1768384562.3769357}]","{""level"":""error""}","{""project"":""795a342c-3b36-4c34-bf80-a54be509391e"",""environment"":""d7f0fe2b-1fe3-4ff1-9104-6cc5362de501"",""service"":""de95218c-21bd-41f3-9ca1-5591e824f228"",""deployment"":""f2e4284a-1d59-4a77-8962-817a2238e89e"",""replica"":""02a7dbd9-680a-455c-be23-5c01cf313c1b""}",2026-01-14T09:56:02.382923383Z
"2026-01-14 09:56:02,377 - engineio.server - INFO - fjknx3vAAg9mMVKqAAAO: Sending packet MESSAGE data 2[""live_positions_all"",{""positions"":[{""position_id"":3181,""recorder_id"":2,""recorder_name"":""JADVIX"",""ticker"":""MNQ1!"",""side"":""LONG"",""quantity"":3,""entry_price"":25860.916,""current_price"":25854.5,""unrealized_pnl"":-38.5,""pnl_ticks"":-25.66,""drawdown"":65.5,""max_favorable"":0}],""count"":1,""timestamp"":1768384562.3769357}]","{""level"":""error""}","{""project"":""795a342c-3b36-4c34-bf80-a54be509391e"",""environment"":""d7f0fe2b-1fe3-4ff1-9104-6cc5362de501"",""service"":""de95218c-21bd-41f3-9ca1-5591e824f228"",""deployment"":""f2e4284a-1d59-4a77-8962-817a2238e89e"",""replica"":""02a7dbd9-680a-455c-be23-5c01cf313c1b""}",2026-01-14T09:56:02.382927373Z
"2026-01-14 09:56:03,029 - __main__ - INFO - Monitoring 31 subaccounts, update interval: 6.2s","{""level"":""error""}","{""project"":""795a342c-3b36-4c34-bf80-a54be509391e"",""environment"":""d7f0fe2b-1fe3-4ff1-9104-6cc5362de501"",""service"":""de95218c-21bd-41f3-9ca1-5591e824f228"",""deployment"":""f2e4284a-1d59-4a77-8962-817a2238e89e"",""replica"":""02a7dbd9-680a-455c-be23-5c01cf313c1b""}",2026-01-14T09:56:03.038124915Z
"2026-01-14 09:56:03,029 - __main__ - INFO - 📊 Returning PnL data for 29 accounts, 2 positions","{""level"":""error""}","{""project"":""795a342c-3b36-4c34-bf80-a54be509391e"",""environment"":""d7f0fe2b-1fe3-4ff1-9104-6cc5362de501"",""service"":""de95218c-21bd-41f3-9ca1-5591e824f228"",""deployment"":""f2e4284a-1d59-4a77-8962-817a2238e89e"",""replica"":""02a7dbd9-680a-455c-be23-5c01cf313c1b""}",2026-01-14T09:56:03.038129165Z
"emitting event ""pnl_update"" to all [/]","{""level"":""error""}","{""project"":""795a342c-3b36-4c34-bf80-a54be509391e"",""environment"":""d7f0fe2b-1fe3-4ff1-9104-6cc5362de501"",""service"":""de95218c-21bd-41f3-9ca1-5591e824f228"",""deployment"":""f2e4284a-1d59-4a77-8962-817a2238e89e"",""replica"":""02a7dbd9-680a-455c-be23-5c01cf313c1b""}",2026-01-14T09:56:03.038132095Z
"2026-01-14 09:56:03,031 - socketio.server - INFO - emitting event ""pnl_update"" to all [/]","{""level"":""error""}","{""project"":""795a342c-3b36-4c34-bf80-a54be509391e"",""environment"":""d7f0fe2b-1fe3-4ff1-9104-6cc5362de501"",""service"":""de95218c-21bd-41f3-9ca1-5591e824f228"",""deployment"":""f2e4284a-1d59-4a77-8962-817a2238e89e"",""replica"":""02a7dbd9-680a-455c-be23-5c01cf313c1b""}",2026-01-14T09:56:03.038134775Z
"DF6WpjKe7UeFi6G1AAAE: Sending packet MESSAGE data 2[""pnl_update"",{""total_pnl"":8341.93,""open_pnl"":5115.0,""today_pnl"":3226.9300000000003,""active_positions"":2,""timestamp"":""2026-01-14T09:56:03.031069""}]","{""level"":""error""}","{""project"":""795a342c-3b36-4c34-bf80-a54be509391e"",""environment"":""d7f0fe2b-1fe3-4ff1-9104-6cc5362de501"",""service"":""de95218c-21bd-41f3-9ca1-5591e824f228"",""deployment"":""f2e4284a-1d59-4a77-8962-817a2238e89e"",""replica"":""02a7dbd9-680a-455c-be23-5c01cf313c1b""}",2026-01-14T09:56:03.038138945Z
"2026-01-14 09:56:03,031 - engineio.server - INFO - DF6WpjKe7UeFi6G1AAAE: Sending packet MESSAGE data 2[""pnl_update"",{""total_pnl"":8341.93,""open_pnl"":5115.0,""today_pnl"":3226.9300000000003,""active_positions"":2,""timestamp"":""2026-01-14T09:56:03.031069""}]","{""level"":""error""}","{""project"":""795a342c-3b36-4c34-bf80-a54be509391e"",""environment"":""d7f0fe2b-1fe3-4ff1-9104-6cc5362de501"",""service"":""de95218c-21bd-41f3-9ca1-5591e824f228"",""deployment"":""f2e4284a-1d59-4a77-8962-817a2238e89e"",""replica"":""02a7dbd9-680a-455c-be23-5c01cf313c1b""}",2026-01-14T09:56:03.038142725Z
"GNoCOjMqtg8KZ2HgAAAG: Sending packet MESSAGE data 2[""pnl_update"",{""total_pnl"":8341.93,""open_pnl"":5115.0,""today_pnl"":3226.9300000000003,""active_positions"":2,""timestamp"":""2026-01-14T09:56:03.031069""}]","{""level"":""error""}","{""project"":""795a342c-3b36-4c34-bf80-a54be509391e"",""environment"":""d7f0fe2b-1fe3-4ff1-9104-6cc5362de501"",""service"":""de95218c-21bd-41f3-9ca1-5591e824f228"",""deployment"":""f2e4284a-1d59-4a77-8962-817a2238e89e"",""replica"":""02a7dbd9-680a-455c-be23-5c01cf313c1b""}",2026-01-14T09:56:03.038145475Z
"2026-01-14 09:56:03,031 - engineio.server - INFO - GNoCOjMqtg8KZ2HgAAAG: Sending packet MESSAGE data 2[""pnl_update"",{""total_pnl"":8341.93,""open_pnl"":5115.0,""today_pnl"":3226.9300000000003,""active_positions"":2,""timestamp"":""2026-01-14T09:56:03.031069""}]","{""level"":""error""}","{""project"":""795a342c-3b36-4c34-bf80-a54be509391e"",""environment"":""d7f0fe2b-1fe3-4ff1-9104-6cc5362de501"",""service"":""de95218c-21bd-41f3-9ca1-5591e824f228"",""deployment"":""f2e4284a-1d59-4a77-8962-817a2238e89e"",""replica"":""02a7dbd9-680a-455c-be23-5c01cf313c1b""}",2026-01-14T09:56:03.038148235Z
"4JuRgac8KM3vzjCMAAAK: Sending packet MESSAGE data 2[""pnl_update"",{""total_pnl"":8341.93,""open_pnl"":5115.0,""today_pnl"":3226.9300000000003,""active_positions"":2,""timestamp"":""2026-01-14T09:56:03.031069""}]","{""level"":""error""}","{""project"":""795a342c-3b36-4c34-bf80-a54be509391e"",""environment"":""d7f0fe2b-1fe3-4ff1-9104-6cc5362de501"",""service"":""de95218c-21bd-41f3-9ca1-5591e824f228"",""deployment"":""f2e4284a-1d59-4a77-8962-817a2238e89e"",""replica"":""02a7dbd9-680a-455c-be23-5c01cf313c1b""}",2026-01-14T09:56:03.038150965Z
"2026-01-14 09:56:03,031 - engineio.server - INFO - 4JuRgac8KM3vzjCMAAAK: Sending packet MESSAGE data 2[""pnl_update"",{""total_pnl"":8341.93,""open_pnl"":5115.0,""today_pnl"":3226.9300000000003,""active_positions"":2,""timestamp"":""2026-01-14T09:56:03.031069""}]","{""level"":""error""}","{""project"":""795a342c-3b36-4c34-bf80-a54be509391e"",""environment"":""d7f0fe2b-1fe3-4ff1-9104-6cc5362de501"",""service"":""de95218c-21bd-41f3-9ca1-5591e824f228"",""deployment"":""f2e4284a-1d59-4a77-8962-817a2238e89e"",""replica"":""02a7dbd9-680a-455c-be23-5c01cf313c1b""}",2026-01-14T09:56:03.038153405Z
"fjknx3vAAg9mMVKqAAAO: Sending packet MESSAGE data 2[""pnl_update"",{""total_pnl"":8341.93,""open_pnl"":5115.0,""today_pnl"":3226.9300000000003,""active_positions"":2,""timestamp"":""2026-01-14T09:56:03.031069""}]","{""level"":""error""}","{""project"":""795a342c-3b36-4c34-bf80-a54be509391e"",""environment"":""d7f0fe2b-1fe3-4ff1-9104-6cc5362de501"",""service"":""de95218c-21bd-41f3-9ca1-5591e824f228"",""deployment"":""f2e4284a-1d59-4a77-8962-817a2238e89e"",""replica"":""02a7dbd9-680a-455c-be23-5c01cf313c1b""}",2026-01-14T09:56:03.039023575Z
"2026-01-14 09:56:03,031 - engineio.server - INFO - fjknx3vAAg9mMVKqAAAO: Sending packet MESSAGE data 2[""pnl_update"",{""total_pnl"":8341.93,""open_pnl"":5115.0,""today_pnl"":3226.9300000000003,""active_positions"":2,""timestamp"":""2026-01-14T09:56:03.031069""}]","{""level"":""error""}","{""project"":""795a342c-3b36-4c34-bf80-a54be509391e"",""environment"":""d7f0fe2b-1fe3-4ff1-9104-6cc5362de501"",""service"":""de95218c-21bd-41f3-9ca1-5591e824f228"",""deployment"":""f2e4284a-1d59-4a77-8962-817a2238e89e"",""replica"":""02a7dbd9-680a-455c-be23-5c01cf313c1b""}",2026-01-14T09:56:03.039029465Z
"emitting event ""position_update"" to all [/]","{""level"":""error""}","{""project"":""795a342c-3b36-4c34-bf80-a54be509391e"",""environment"":""d7f0fe2b-1fe3-4ff1-9104-6cc5362de501"",""service"":""de95218c-21bd-41f3-9ca1-5591e824f228"",""deployment"":""f2e4284a-1d59-4a77-8962-817a2238e89e"",""replica"":""02a7dbd9-680a-455c-be23-5c01cf313c1b""}",2026-01-14T09:56:03.039032615Z
"2026-01-14 09:56:03,031 - socketio.server - INFO - emitting event ""position_update"" to all [/]","{""level"":""error""}","{""project"":""795a342c-3b36-4c34-bf80-a54be509391e"",""environment"":""d7f0fe2b-1fe3-4ff1-9104-6cc5362de501"",""service"":""de95218c-21bd-41f3-9ca1-5591e824f228"",""deployment"":""f2e4284a-1d59-4a77-8962-817a2238e89e"",""replica"":""02a7dbd9-680a-455c-be23-5c01cf313c1b""}",2026-01-14T09:56:03.039036105Z
